기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,날짜,시가총액,주가,주식수,GP/A,PBR,유동비율,NCAV,PER,2005-당기순이익,2004-당기순이익,2003-당기순이익,2002-당기순이익,2001-당기순이익,증자
00100717,1,1,023430,아이이,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-660000000.0,2007-12-03,69779680700.0,1700.0,1700.0,,inf,,0.0,inf,-5840000000.0,-9020000000.0,-7359999999.0,-75100000000.0,-4460000000.0,0
00100939,1,1,000860,강남제비스코,311750000000.0,229940000000.0,48230000000.0,113870000000.0,60370000000.0,14260000000.0,81820000000.0,277350000000.0,11370000000.0,2007-12-03,120900000000.0,18600.0,18600.0,0.15470729751403367,0.5257893363486127,1.886201755838993,0.2650951199338296,8.478260869565217,11710000000.0,18870000000.0,17520000000.0,17520000000.0,1700000000.0,0
00101220,1,1,001390,KG케미칼,255069999999.0,98650000000.0,55000000000.0,143210000000.0,108430000000.0,11690000000.0,156420000000.0,248119999999.0,5990000000.0,2007-12-03,86670000000.0,8100.0,8100.0,0.21562708276244022,0.8785605676634567,1.3207599372867287,-0.15241721472251069,7.414029084687767,9640000000.0,6459999999.0,18790000000.0,-8660000000.0,-2890000000.0,0
00101257,1,1,000800,경남기업,942229999999.0,360980000000.0,123850000000.0,762150000000.0,464639999999.0,33130000000.0,581250000000.0,0.0,0.0,2007-12-03,626924347200.0,43650.0,43650.0,0.131443490443025,1.7367287583799655,1.640302169425018,0.28855156257360937,18.923161702384547,25610000000.0,17140000000.0,13160000000.0,19180000000.0,20040000000.0,0
00101433,1,1,002100,경농,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11870000000.0,2007-12-03,105421905000.0,4860.0,4860.0,,inf,,0.0,inf,8980000000.0,4600000000.0,500000000.0,6060000000.0,5940000000.0,0
00101488,1,1,009450,경동나비엔,174190000000.0,120490000000.0,38290000000.0,110580000000.0,45660000000.0,6010000000.0,53700000000.0,189350000000.0,17060000000.0,2007-12-03,54144000000.0,23500.0,23500.0,0.2198174407256444,0.4493650925387999,2.4218134034165573,1.050531914893617,9.008985024958402,4970000000.0,5420000000.0,9320000000.0,17010000000.0,10890000000.0,0
00101628,1,1,000050,경방,615500000000.0,319300000000.0,34720000000.0,135520000000.0,256140000000.0,-22170000000.0,296200000000.0,199390000000.0,3940000000.0,2007-12-03,405600000000.0,195000.0,195000.0,0.05640942323314378,1.2702787347322269,0.5290856562817209,-0.39615384615384613,-18.294993234100136,770000000.0,-9450000000.0,190000000.0,3529999999.0,-310000000.0,0
00102113,1,1,012610,경인양행,121820000000.0,67610000000.0,17330000000.0,77180000000.0,42710000000.0,1019999999.0,54210000000.0,123480000000.0,1080000000.0,2007-12-03,46053000000.0,15300.0,15300.0,0.1422590707601379,0.6811566336340777,1.8070709435729337,0.49877315267192146,45.15000004426471,2530000000.0,4300000000.0,3010000000.0,4600000000.0,5760000000.0,0
00102432,1,1,013580,계룡건설산업,706630000000.0,356490000000.0,160830000000.0,503260000000.0,219590000000.0,58179999999.0,350140000000.0,1108760000000.0,61750000000.0,2007-12-03,359022461400.0,40200.0,40200.0,0.22760143214978135,1.007103877808634,2.2918165672389454,0.42649142174256177,6.17089139577468,49680000000.0,36900000000.0,35430000000.0,31670000000.0,25550000000.0,0
00102618,1,1,012200,계양전기,129140000000.0,110670000000.0,24560000000.0,89070000000.0,15030000000.0,5300000000.0,18470000000.0,138890000000.0,4100000000.0,2007-12-03,89161000000.0,2735.0,2735.0,0.19018119869908626,0.805647420258426,5.926147704590818,0.7918260225883514,16.822830188679244,2260000000.0,1030000000.0,1120000000.0,11190000000.0,10550000000.0,0
00102645,1,1,012410,글로스텍,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3250000000.0,2007-12-03,57015000000.0,2715.0,2715.0,,inf,,0.0,inf,-420000000.0,990000000.0,1630000000.0,-1810000000.0,-3629999999.0,0
00102760,1,1,011160,두산건설,1741320000000.0,477310000000.0,277150000000.0,1022290000000.0,819170000000.0,15730000000.0,1264010000000.0,1912359999999.0,104300000000.0,2007-12-03,1293489177750.0,15750.0,15750.0,0.1591608664691154,2.709956166327963,1.2479582992541232,-0.18687438917770258,82.23071695804195,40060000000.0,29700000000.0,-4830000000.0,-134240000000.0,51610000000.0,0
