기업코드,IFRS,CFS,종목코드,회사명,자산총계,자본총계,매출총이익,유동자산,유동부채,당기순이익,부채총계,매출액(수익),영업활동으로인한현금흐름,영업이익,주당배당금,EBITDA,날짜,시가총액,주가,주식수,GP/A,ROE,PBR,유동비율,NCAV,PER,PSR,PCR,2005-매출액(수익),매출액(수익)-YoY,증자
00100939,1,1,000860,강남제비스코,311750000000.0,229940000000.0,48230000000.0,113870000000.0,60370000000.0,14260000000.0,81820000000.0,277350000000.0,11370000000.0,17450000000.0,35000000000.0,26880000000.0,2007-08-01,158925000000.0,25050.0,25050.0,0.15470729751403367,0.06201617813342611,0.6911585631034183,1.886201755838993,0.20166745320119553,11.144810659186536,0.5730124391563007,13.977572559366754,196200000000.0,0.41360856269113144,0
00101220,1,1,001390,KG케미칼,255069999999.0,98650000000.0,55000000000.0,143210000000.0,108430000000.0,11690000000.0,156420000000.0,248119999999.0,5990000000.0,21800000000.0,20000000000.0,30650000000.0,2007-08-01,144450000000.0,14000.0,14000.0,0.21562708276244022,0.11849974657881399,1.4642676127724277,1.3207599372867287,-0.0914503288335064,12.356715141146278,0.5821779783998959,24.115191986644408,227200000000.0,0.09207746478433099,0
00101257,1,1,000800,경남기업,942229999999.0,360980000000.0,123850000000.0,762150000000.0,464639999999.0,33130000000.0,581250000000.0,0.0,0.0,37980000000.0,0.0,0.0,2007-08-01,646313760000.0,44400.0,44400.0,0.131443490443025,0.09177793783589118,1.7904420189484183,1.640302169425018,0.2798950156964011,19.508414126169633,inf,inf,,,0
00101488,1,1,009450,경동나비엔,174190000000.0,120490000000.0,38290000000.0,110580000000.0,45660000000.0,6010000000.0,53700000000.0,189350000000.0,17060000000.0,1939999999.0,10000000000.0,13130000000.0,2007-08-01,61401600000.0,26400.0,26400.0,0.2198174407256444,0.04987965806290978,0.5095991368578305,2.4218134034165573,0.9263602251407129,10.21657237936772,0.3242756799577502,3.59915592028136,171000000000.0,0.10730994152046791,0
00101628,1,1,000050,경방,615500000000.0,319300000000.0,34720000000.0,135520000000.0,256140000000.0,-22170000000.0,296200000000.0,199390000000.0,3940000000.0,-6240000000.0,0.0,-13100000000.0,2007-08-01,476320000000.0,240000.0,240000.0,0.05640942323314378,-0.06943313498277481,1.4917632320701535,0.5290856562817209,-0.3373362445414847,-21.48488949030221,2.3888861026129695,120.89340101522842,163970000000.0,0.21601512471793627,0
00102113,1,1,012610,경인양행,121820000000.0,67610000000.0,17330000000.0,77180000000.0,42710000000.0,1019999999.0,54210000000.0,123480000000.0,1080000000.0,120000000.0,3300000000.0,6950000000.0,2007-08-01,47558000000.0,15800.0,15800.0,0.1422590707601379,0.015086525647093625,0.7034166543410738,1.8070709435729337,0.482989192144329,46.6254902417897,0.3851473922902494,44.035185185185185,88050000000.0,0.4023850085178875,0
00102432,1,1,013580,계룡건설산업,706630000000.0,356490000000.0,160830000000.0,503260000000.0,219590000000.0,58179999999.0,350140000000.0,1108760000000.0,61750000000.0,85140000000.0,85000000000.0,99930000000.0,2007-08-01,535854420000.0,59500.0,59500.0,0.22760143214978135,0.16320233386350247,1.50314011613229,2.2918165672389454,0.2857492525675164,9.210285665335343,0.48329162307442547,8.677804372469636,674270000000.0,0.6443857801770805,0
00102618,1,1,012200,계양전기,129140000000.0,110670000000.0,24560000000.0,89070000000.0,15030000000.0,5300000000.0,18470000000.0,138890000000.0,4100000000.0,6980000000.0,5000000000.0,9210000000.0,2007-08-01,97800000000.0,3145.0,3145.0,0.19018119869908626,0.04789012379145206,0.8837083220384928,5.926147704590818,0.721881390593047,18.452830188679247,0.7041543667650659,23.853658536585368,115940000000.0,0.19794721407624638,0
00102760,1,1,011160,두산건설,1741320000000.0,477310000000.0,277150000000.0,1022290000000.0,819170000000.0,15730000000.0,1264010000000.0,1912359999999.0,104300000000.0,119970000000.0,0.0,39720000000.0,2007-08-01,1262904673800.0,16200.0,16200.0,0.1591608664691154,0.03295552156879177,2.6458793526219857,1.2479582992541232,-0.19140003597633373,80.28637468531468,0.6603906554208728,12.108386134228187,1712359999999.0,0.11679786960692651,0
00102858,1,1,010130,고려아연,2326180000000.0,1280070000000.0,568230000000.0,1208890000000.0,561770000000.0,428370000000.0,1046110000000.0,2990670000000.0,261530000000.0,502970000000.0,200000000000.0,670300000000.0,2007-08-01,3755130000000.0,205000.0,205000.0,0.2442760233515893,0.3346457615599147,2.933534884810987,2.1519305053669653,0.04334869897979564,8.766090062329294,1.2556149625334792,14.358314533705503,1375890000000.0,1.173625798574014,0
00103006,1,1,002240,고려제강,941160000000.0,622180000000.0,120700000000.0,346050000000.0,209760000000.0,20080000000.0,318980000000.0,598400000000.0,67090000000.0,32900000000.0,17500000000.0,86210000000.0,2007-08-01,474500000000.0,49000.0,49000.0,0.12824599430490033,0.03227361856697419,0.7626410363560384,1.6497425629290619,0.057049525816649106,23.6304780876494,0.7929478609625669,7.07258905947235,381500000000.0,0.5685452162516382,0
00103042,1,1,009070,케이씨티시,179620000000.0,99700000000.0,27450000000.0,53779999999.0,42890000000.0,1400000000.0,79920000000.0,193020000000.0,6640000000.0,1450000000.0,1500000000.0,8140000000.0,2007-08-01,83850000000.0,27600.0,27600.0,0.15282262554281262,0.014042126379137413,0.8410230692076228,1.2539053392166006,-0.3117471675730471,59.892857142857146,0.4344109418713087,12.62801204819277,138340000000.0,0.39525805985253726,1
00103510,1,1,023800,인지컨트롤스,260490000000.0,114020000000.0,58900000000.0,137070000000.0,123930000000.0,18520000000.0,146470000000.0,440780000000.0,40130000000.0,22260000000.0,20000000000.0,47660000000.0,2007-08-01,135834746880.0,8910.0,8910.0,0.2261123267687819,0.16242764427293457,1.1913238631818979,1.1060275962236747,-0.06920173384137276,7.334489572354212,0.3081690341667045,3.384867851482681,169830000000.0,1.5954189483601247,0
00103662,1,1,017040,광명전기,72780000000.0,53900000000.0,7320000000.0,43070000000.0,16290000000.0,4860000000.0,18880000000.0,52920000000.0,-2700000000.0,869999999.0,0.0,7820000000.0,2007-08-01,41341856725.0,1080.0,1080.0,0.10057708161582853,0.0901669758812616,0.7670103288497218,2.643953345610804,0.5851212769883161,8.506554881687244,0.7812142238284202,-15.311798787037038,46230000000.0,0.14471122647631418,0
00104388,1,1,007690,국도화학,263519999999.0,161310000000.0,44770000000.0,185640000000.0,0.0,17190000000.0,102210000000.0,347150000000.0,4029999999.0,24330000000.0,80000000000.0,28930000000.0,2007-08-01,202790498400.0,35500.0,35500.0,0.16989222829451234,0.10656499907011345,1.257147718058397,inf,0.4114098079459131,11.797003979057592,0.5841581402851793,50.32022294052611,275980000000.0,0.2578810058699905,0
00104810,1,1,007720,대명소노시즌,85950000000.0,68820000000.0,5240000000.0,61240000000.0,2130000000.0,3140000000.0,17130000000.0,16080000000.0,3300000000.0,-5000000000.0,2500000000.0,2680000000.0,2007-08-01,96747674325.0,2190.0,2190.0,0.06096567771960442,0.04562627143272305,1.405807531604185,28.751173708920188,0.4559282722582386,30.81136125,6.016646413246269,29.31747706818182,8800000000.0,0.8272727272727274,0
00104999,1,1,008600,윌비스,189700000000.0,108940000000.0,25360000000.0,107330000000.0,54700000000.0,7309999999.0,80760000000.0,139030000000.0,10060000000.0,6280000000.0,0.0,14169999999.0,2007-08-01,63899062800.0,5360.0,5360.0,0.13368476541908275,0.06710115659078392,0.5865528070497522,1.9621572212065814,0.41581204536852767,8.74132186166092,0.45960629216715815,6.351795506958251,141490000000.0,-0.017386387730581654,0
00105271,1,1,002380,케이씨씨,4393990000000.0,2828560000000.0,647250000000.0,1505170000000.0,976300000000.0,250030000000.0,1565430000000.0,2816250000000.0,442150000000.0,282180000000.0,600000000000.0,518780000000.0,2007-08-01,4313200000000.0,422500.0,422500.0,0.14730347588410533,0.08839480159515796,1.5248748479791838,1.541708491242446,-0.013971065566168969,17.25072991241051,1.5315401686640036,9.755060499830375,1869809999999.0,0.5061690760031801,0
00105280,1,1,005440,현대그린푸드,703100000000.0,446710000000.0,108180000000.0,234540000000.0,164560000000.0,26270000000.0,256390000000.0,732560000000.0,29850000000.0,26530000000.0,4000000000.0,40200000000.0,2007-08-01,597228220500.0,106000.0,106000.0,0.15386147063006686,0.05880772760851559,1.3369484016476014,1.425255226057365,-0.036585679058680716,22.734229939094025,0.8152618495413345,20.00764557788945,361000000000.0,1.0292520775623268,0
00105299,1,1,014280,금강공업,332580000000.0,143690000000.0,47170000000.0,162210000000.0,151540000000.0,6509999999.0,188890000000.0,326790000000.0,-3840000000.0,12100000000.0,7000000000.0,31870000000.0,2007-08-01,71382670800.0,15000.0,15000.0,0.14183053701365086,0.04530586678961654,0.49678245389379916,1.0704104526857596,-0.37376018158177404,10.965080001684344,0.21843590929955017,-18.5892371875,214390000000.0,0.5242781846168199,0
00105855,1,1,010120,엘에스일렉트릭,959690000000.0,368290000000.0,271469999999.0,435380000000.0,346090000000.0,99310000000.0,591400000000.0,1246560000000.0,87590000000.0,155130000000.0,75000000000.0,199750000000.0,2007-08-01,1587000000000.0,52000.0,52000.0,0.2828725942741927,0.2696516332238182,4.309104238507698,1.2579964749053714,-0.09831127914303718,15.980263820360488,1.2731035810550635,18.118506678844618,1103910000000.0,0.12922249096393723,0
00105873,1,1,034220,LG디스플레이,13487790000000.0,6889680000000.0,-308120000000.0,3154630000000.0,3208790000000.0,-769310000000.0,6598110000000.0,10624200000000.0,1865500000000.0,-879040000000.0,0.0,1767259999999.0,2007-08-01,14795679195000.0,42300.0,42300.0,-0.022844365162862115,-0.11166120922887565,2.147513265492737,0.9831213635046232,-0.2327355138359365,-19.232402016092344,1.3926393700231547,7.931213720182257,8890160000000.0,0.1950516076201103,0
00105952,1,1,006260,LS,5002740000000.0,1982930000000.0,926070000000.0,2799130000000.0,2220850000000.0,403700000000.0,3019810000000.0,8408350000000.0,191800000000.0,512780000000.0,100000000000.0,790460000000.0,2007-08-01,2688700000000.0,83000.0,83000.0,0.18511255831804171,0.20358762033959849,1.355922801107452,1.26038678884211,-0.08207684010860267,6.660143671042854,0.31976547122800547,14.018248175182482,2479980000000.0,2.3904910523471963,0
00106119,1,1,001570,금양,45590000000.0,15369999999.0,10150000000.0,26430000000.0,29660000000.0,530000000.0,30230000000.0,48540000000.0,170000000.0,2850000000.0,0.0,4070000000.0,2007-08-01,23572316705.0,820.0,820.0,0.22263654310155737,0.034482758622933166,1.5336575606072647,0.8910991233985165,-0.1612060472271684,44.47606925471698,0.48562663174701276,138.6606865,51470000000.0,-0.056926364872741386,0
00106313,1,1,002990,금호산업,14264820000000.0,2156159999999.0,1127720000000.0,2034640000000.0,2535210000000.0,315520000000.0,12108660000000.0,7470000000000.0,1113310000000.0,394060000000.0,1349600000000.0,898120000000.0,2007-08-01,2518623644000.0,62100.0,62100.0,0.07905602734559566,0.14633422380535133,1.1681060978782503,0.8025528457208673,-3.9998115732768844,7.982453232758621,0.3371651464524766,2.262284219130341,1529680000000.0,3.8833743005072954,0
00106368,1,1,011780,금호석유화학,25611860000000.0,4907450000000.0,1924740000000.0,7986950000000.0,7620310000000.0,309970000000.0,20704410000000.0,12055630000000.0,954479999999.0,645520000000.0,70000000000.0,1395140000000.0,2007-08-01,1779711290000.0,72000.0,72000.0,0.07515034050631231,0.06316314990473668,0.36265500208866114,1.048113528189798,-7.1457994740259245,5.741559796109301,0.14762490968949776,1.8645873040837573,1709309999999.0,6.0529219392661675,0
